truckId,truckName,reachedOut,contactType,businessPhone,websiteUrl,socialLinks,currentAddress,profileUrl,menuStatus,menuItemCount,menuPhotoCount,firstMenuItems,phoneAuditStatus,phoneAuditConfidence,phoneAuditCandidates,phoneAuditMatchedSourceUrls,phoneAuditCheckedSourceCount,phoneAuditSourceErrorCount,phoneAuditNotes,outreachStatus,notes
p2Fpc0U517Hoi3VYRSKl,Leos Tacos Truck La Cienega,false,sms_or_call,(323) 346-2001,https://www.leostacostruck.com/locations,https://www.instagram.com/leostacostruck?igsh=NTc4MTIwNjQ2YQ== | https://www.facebook.com/leostacostruck?mibextid=wwXIfr | https://www.instagram.com/leostacostruck/ | https://www.facebook.com/leostacostruck/ | https://x.com/leostacostruck,"La Cienega Blvd/Clemson St, Los Angeles, CA 90016, USA",https://www.ftf-foodtruckfinder.com/truck/?name=Leos+Tacos+Truck+La+Cienega&id=p2Fpc0U517Hoi3VYRSKl,no_menu,0,0,,verified_on_current_source,high,(714) 675-4288,https://www.leostacostruck.com/locations,6,0,Stored phone appears on at least one linked current source page.,ready_for_review,
Q4PfU4vuv0RkURnaXqy7,Leos Tacos Truck Laurel Canyon,false,sms_or_call,(323) 346-2001,https://www.leostacostruck.com/locations,https://www.instagram.com/leostacostruck?igsh=NTc4MTIwNjQ2YQ== | https://www.facebook.com/leostacostruck?mibextid=wwXIfr | https://www.instagram.com/leostacostruck/ | https://www.facebook.com/leostacostruck/ | https://x.com/leostacostruck,"9725 Laurel Canyon Blvd, Pacoima, CA 91331, USA",https://www.ftf-foodtruckfinder.com/truck/?name=Leos+Tacos+Truck+Laurel+Canyon&id=Q4PfU4vuv0RkURnaXqy7,no_menu,0,0,,verified_on_current_source,high,(714) 675-4288,https://www.leostacostruck.com/locations,6,0,Stored phone appears on at least one linked current source page.,ready_for_review,
GDsCVSTAi31zFt7THnv3,Leos Tacos Truck N Bandini St,false,sms_or_call,(323) 346-2001,https://www.leostacostruck.com/locations,https://www.instagram.com/leostacostruck?igsh=NTc4MTIwNjQ2YQ== | https://www.facebook.com/leostacostruck?mibextid=wwXIfr | https://www.instagram.com/leostacostruck/ | https://www.facebook.com/leostacostruck/ | https://x.com/leostacostruck,"986 W 1st St, San Pedro, CA 90731, USA",https://www.ftf-foodtruckfinder.com/truck/?name=Leos+Tacos+Truck+N+Bandini+St&id=GDsCVSTAi31zFt7THnv3,no_menu,0,0,,verified_on_current_source,high,(714) 675-4288,https://www.leostacostruck.com/locations,6,0,Stored phone appears on at least one linked current source page.,ready_for_review,
lYNrZW5IPzNhysU4D0nL,Leos Tacos Truck Sepulveda Blvd,false,sms_or_call,(323) 346-2001,https://www.leostacostruck.com/locations,https://www.instagram.com/leostacostruck?igsh=NTc4MTIwNjQ2YQ== | https://www.facebook.com/leostacostruck?mibextid=wwXIfr | https://www.instagram.com/leostacostruck/ | https://www.facebook.com/leostacostruck/ | https://x.com/leostacostruck,"15421 Parthenia St, North Hills, CA 91343, USA",https://www.ftf-foodtruckfinder.com/truck/?name=Leos+Tacos+Truck+Sepulveda+Blvd&id=lYNrZW5IPzNhysU4D0nL,no_menu,0,0,,verified_on_current_source,high,(714) 675-4288,https://www.leostacostruck.com/locations,6,0,Stored phone appears on at least one linked current source page.,ready_for_review,
IJV7ilasDD8ZcUPidPtV,Leos Tacos Truck Vermont Ave,false,sms_or_call,(323) 346-2001,https://www.leostacostruck.com/locations,https://www.instagram.com/leostacostruck?igsh=NTc4MTIwNjQ2YQ== | https://www.facebook.com/leostacostruck?mibextid=wwXIfr | https://www.instagram.com/leostacostruck/ | https://www.facebook.com/leostacostruck/ | https://x.com/leostacostruck,"1533 Vermont Ave, Los Angeles, CA 90006, USA",https://www.ftf-foodtruckfinder.com/truck/?name=Leos+Tacos+Truck+Vermont+Ave&id=IJV7ilasDD8ZcUPidPtV,no_menu,0,0,,verified_on_current_source,high,(714) 675-4288,https://www.leostacostruck.com/locations,6,0,Stored phone appears on at least one linked current source page.,ready_for_review,
jMdv4Pi951MgR1LPFxw5,Leos Tacos Truck Vermont Ave & Maubert Ave,false,sms_or_call,(323) 346-2001,https://www.leostacostruck.com/locations,https://www.instagram.com/leostacostruck?igsh=NTc4MTIwNjQ2YQ== | https://www.facebook.com/leostacostruck?mibextid=wwXIfr | https://www.instagram.com/leostacostruck/ | https://www.facebook.com/leostacostruck/ | https://x.com/leostacostruck,"1543 N Vermont Ave, Los Angeles, CA 90027, USA",https://www.ftf-foodtruckfinder.com/truck/?name=Leos+Tacos+Truck+Vermont+Ave+%26+Maubert+Ave&id=jMdv4Pi951MgR1LPFxw5,no_menu,0,0,,verified_on_current_source,high,(714) 675-4288,https://www.leostacostruck.com/locations,6,0,Stored phone appears on at least one linked current source page.,ready_for_review,
SVGcfcJX7Izr6qqtjV8k,Leos Tacos Truck Victory Blvd,false,sms_or_call,(323) 346-2001,https://www.leostacostruck.com/locations,https://www.instagram.com/leostacostruck?igsh=NTc4MTIwNjQ2YQ== | https://www.facebook.com/leostacostruck?mibextid=wwXIfr | https://www.instagram.com/leostacostruck/ | https://www.facebook.com/leostacostruck/ | https://x.com/leostacostruck,"16053 West Victory Boulevard, Van Nuys, Los Angeles, Van Nuys, CA 91406, USA",https://www.ftf-foodtruckfinder.com/truck/?name=Leos+Tacos+Truck+Victory+Blvd&id=SVGcfcJX7Izr6qqtjV8k,no_menu,0,0,,verified_on_current_source,high,(714) 675-4288,https://www.leostacostruck.com/locations,6,0,Stored phone appears on at least one linked current source page.,ready_for_review,
J1j7HzvI0NXweNbE4C0q,Leos Tacos Truck W Pico Blvd,false,sms_or_call,(323) 346-2001,https://www.leostacostruck.com/locations,https://www.instagram.com/leostacostruck?igsh=NTc4MTIwNjQ2YQ== | https://www.facebook.com/leostacostruck?mibextid=wwXIfr | https://www.instagram.com/leostacostruck/ | https://www.facebook.com/leostacostruck/ | https://x.com/leostacostruck,"2400 W Pico Blvd, Los Angeles, CA 90006, USA",https://www.ftf-foodtruckfinder.com/truck/?name=Leos+Tacos+Truck+W+Pico+Blvd&id=J1j7HzvI0NXweNbE4C0q,no_menu,0,0,,verified_on_current_source,high,(714) 675-4288,https://www.leostacostruck.com/locations,6,0,Stored phone appears on at least one linked current source page.,ready_for_review,
rhvTUl4LJ3gZYotN4j7n,Leos Tacos Truck Western Ave,false,sms_or_call,(323) 346-2001,https://www.leostacostruck.com/locations,https://www.instagram.com/leostacostruck?igsh=NTc4MTIwNjQ2YQ== | https://www.facebook.com/leostacostruck?mibextid=wwXIfr | https://www.instagram.com/leostacostruck/ | https://www.facebook.com/leostacostruck/ | https://x.com/leostacostruck,"5525 Sunset Blvd, Los Angeles, CA 90028, USA",https://www.ftf-foodtruckfinder.com/truck/?name=Leos+Tacos+Truck+Western+Ave&id=rhvTUl4LJ3gZYotN4j7n,no_menu,0,0,,verified_on_current_source,high,(714) 675-4288,https://www.leostacostruck.com/locations,6,0,Stored phone appears on at least one linked current source page.,ready_for_review,
aZ2H1buZRdojqwjJzIub,Little Lady Grill,false,sms_or_call,(703) 475-4576,https://littleladygrill.com/,https://www.instagram.com/littleladygrillfoodtruck/ | https://www.facebook.com/littleladygrillandsandwiches/ | https://x.com/littleladygrill,Northern Virginia,https://www.ftf-foodtruckfinder.com/truck/?name=Little+Lady+Grill&id=aZ2H1buZRdojqwjJzIub,itemized_menu,10,2,Carne Asada (Grilled Rib-eye); Grilled Chicken; Grilled Balsamic Portobello Mushrooms,verified_on_current_source,high,(703) 256-3620 | (703) 385-1641 | (703) 254-4319 | (703) 425-3582 | (703) 750-9393 | (703) 801-7163 | (202) 359-2483 | (571) 749-5838 | (703) 382-2085 | (571) 313-1748 | (703) 980-1229,https://littleladygrill.com/ | https://camelotpool.com/food-truck-thursday-little-lady-grill-18/,4,0,Stored phone appears on at least one linked current source page.,ready_for_review,
seed-dmv-prod-lolita-s-delights-mexican-food-truck-harrisonburg-virginia,Lolita's Delights - Mexican Food Truck,false,sms_or_call,(540) 476-4826,,https://www.facebook.com/131417113378482/,"100 E Wolfe St Harrisonburg, Virginia 22802",https://www.ftf-foodtruckfinder.com/truck/?name=Lolita%27s+Delights+-+Mexican+Food+Truck&id=seed-dmv-prod-lolita-s-delights-mexican-food-truck-harrisonburg-virginia,itemized_menu,6,2,Burritos; Tacos; Tortas,verified_on_current_source,high,,https://www.restaurantji.com/va/harrisonburg/lolitas-delights-mexican-food-truck-/ | https://usarestaurants.info/explore/united-states/virginia/harrisonburg/lolitas-delights-mexican-food-truck-540-476-4826.htm,3,0,Stored phone appears on at least one linked current source page.,ready_for_review,
seed-us-curated-100-lonchera-el-tapatio-taco-truck-1575-riverwalk-milwaukee-wisconsin-53212,Lonchera El Tapatio Taco Truck,false,sms_or_call,(414) 323-9709,,https://www.facebook.com/tapatiomarco/,"1575 Riverwalk Milwaukee, Wisconsin 53212",https://www.ftf-foodtruckfinder.com/truck/?name=Lonchera+El+Tapatio+Taco+Truck&id=seed-us-curated-100-lonchera-el-tapatio-taco-truck-1575-riverwalk-milwaukee-wisconsin-53212,menu_photo_only,0,4,,verified_on_current_source,high,,https://www.restaurantji.com/wi/milwaukee/lonchera-el-tapatio-taco-truck-/ | https://www.restaurantji.com/cache/business_page/wi/milwaukee/lonchera-el-tapatio-taco-truck-/business.json,5,0,Stored phone appears on at least one linked current source page.,ready_for_review,
seed-us-curated-100-lonchera-la-korita-8400-baseline-rd-little-rock-arkansas-72209,Lonchera La Korita,false,sms_or_call,(800) 849-3921,,,"8400 Baseline Rd Little Rock, Arkansas 72209",https://www.ftf-foodtruckfinder.com/truck/?name=Lonchera+La+Korita&id=seed-us-curated-100-lonchera-la-korita-8400-baseline-rd-little-rock-arkansas-72209,menu_photo_only,0,4,,verified_on_current_source,high,,https://www.restaurantji.com/ar/little-rock/lonchera-la-korita-/ | https://www.restaurantji.com/cache/business_page/ar/little-rock/lonchera-la-korita-/business.json,4,0,Stored phone appears on at least one linked current source page.,ready_for_review,
seed-us-curated-100-lonchera-tacos-el-piolin-2727-monte-diablo-ave-stockton-california-95203,Lonchera Tacos El Piolin,false,sms_or_call,(209) 337-2824,https://loncheratacoselcompadre.wordpress.com/,https://loncheratacoselcompadre.wordpress.com/,"2727 Monte Diablo Ave Stockton, California 95203",https://www.ftf-foodtruckfinder.com/truck/?name=Lonchera+Tacos+El+Piolin&id=seed-us-curated-100-lonchera-tacos-el-piolin-2727-monte-diablo-ave-stockton-california-95203,menu_photo_only,0,4,,verified_on_current_source,high,(209) 513-4517,https://www.restaurantji.com/ca/stockton/lonchera-tacos-el-compadre-/ | https://www.restaurantji.com/cache/business_page/ca/stockton/lonchera-tacos-el-compadre-/business.json,5,0,Stored phone appears on at least one linked current source page.,ready_for_review,
seed-dmv-prod-los-brothers-food-truck-2-culpeper-virginia,Los Brothers Food Truck #2,false,sms_or_call,(540) 522-7819,,,"810 N Main St Culpeper, Virginia 22701",https://www.ftf-foodtruckfinder.com/truck/?name=Los+Brothers+Food+Truck+%232&id=seed-dmv-prod-los-brothers-food-truck-2-culpeper-virginia,itemized_menu,12,2,Chicken Fingers; Chicken Wings (Hot and Mild); French Fries,verified_on_current_source,high,,https://www.restaurantji.com/va/culpeper/los-brothers-food-truck-2-/ | https://restaurantguru.com/Los-Brothers-Food-Truck-2-Culpeper,2,0,Stored phone appears on at least one linked current source page.,ready_for_review,
seed-dmv-prod-los-chamos-venezuelan-food-truck-laurel-maryland,Los Chamos Venezuelan Food Truck,false,sms_or_call,(240) 917-7540,https://loschamosvenfood.carrd.co/,https://loschamosvenfood.carrd.co/ | https://www.instagram.com/loschamosvenfood/,"311 Washington Blvd Laurel, Maryland 20707",https://www.ftf-foodtruckfinder.com/truck/?name=Los+Chamos+Venezuelan+Food+Truck&id=seed-dmv-prod-los-chamos-venezuelan-food-truck-laurel-maryland,menu_photo_only,0,1,,verified_on_current_source,high,,https://loschamosvenfood.carrd.co/ | https://www.restaurantji.com/md/laurel/los-chamos-venezuelan-food-truck-/,2,0,Stored phone appears on at least one linked current source page.,ready_for_review,
seed-us-curated-100-los-cuates-taco-truck-4075-irvington-ave-fremont-california-94538,Los Cuates Taco Truck,false,sms_or_call,(209) 835-0852,http://loscuatestruck.com/#menu,http://loscuatestruck.com/#menu,"4075 Irvington Ave Fremont, California 94538",https://www.ftf-foodtruckfinder.com/truck/?name=Los+Cuates+Taco+Truck&id=seed-us-curated-100-los-cuates-taco-truck-4075-irvington-ave-fremont-california-94538,menu_photo_only,0,4,,verified_on_current_source,high,,https://www.restaurantji.com/ca/fremont/ofelia-s-taqueria-truck-/ | https://www.restaurantji.com/cache/business_page/ca/fremont/ofelia-s-taqueria-truck-/business.json,4,0,Stored phone appears on at least one linked current source page.,ready_for_review,
JweLj0LAMm23aZamlYYm,Luna's dessert,false,social_dm,,,https://www.instagram.com/502lunasdessert?igsh=NTc4MTIwNjQ2YQ== | https://www.tiktok.com/@502.lunasdessert?_r=1&_t=ZP-94VAH171dra,"2600 S Vermont Ave, LA, California, USA",https://www.ftf-foodtruckfinder.com/truck/?name=Luna%27s+dessert&id=JweLj0LAMm23aZamlYYm,no_menu,0,0,,missing_phone,none,,,2,0,No businessPhone is stored on the live foodTrucks document.,ready_for_review,
seed-dmv-prod-ma-d-s-food-truck-rustburg-virginia,Ma D's food truck,false,sms_or_call,(434) 329-2598,https://madsfoodtruckinc.my.canva.site/daggb5weyms,https://madsfoodtruckinc.my.canva.site/daggb5weyms,"8189 Wards Rd Rustburg, Virginia 24588",https://www.ftf-foodtruckfinder.com/truck/?name=Ma+D%27s+food+truck&id=seed-dmv-prod-ma-d-s-food-truck-rustburg-virginia,itemized_menu,25,2,Ma D's BBQ; Pork Philly Cheese; Batty Burger Roll,verified_on_current_source,high,,https://www.restaurantji.com/va/rustburg/ma-ds-food-truck-/,2,0,Stored phone appears on at least one linked current source page.,ready_for_review,
seed-us-curated-100-madmax-bbq-food-truck-3723-b-w-orem-dr-houston-texas-77045,MadMax BBQ (Food Truck),false,sms_or_call,(281) 616-1664,https://madmaxbbq.wixsite.com/madmax,https://madmaxbbq.wixsite.com/madmax | https://www.facebook.com/MADMAXBBQ/ | https://www.instagram.com/madmaxbbqribs/ | https://x.com/madmaxbbq,"3723 b, W Orem Dr Houston, Texas 77045",https://www.ftf-foodtruckfinder.com/truck/?name=MadMax+BBQ+%28Food+Truck%29&id=seed-us-curated-100-madmax-bbq-food-truck-3723-b-w-orem-dr-houston-texas-77045,menu_photo_only,0,4,,verified_on_current_source,high,,https://madmaxbbq.wixsite.com/madmax | https://www.restaurantji.com/tx/houston/madmax-bbq-mobile-food-truck-/ | https://www.restaurantji.com/cache/business_page/tx/houston/madmax-bbq-mobile-food-truck-/business.json,5,0,Stored phone appears on at least one linked current source page.,ready_for_review,
seed-us-curated-100-mahmoud-s-corner-halal-food-cart-32-90-34th-ave-queens-new-york-11103,Mahmoud's Corner Halal Food Cart,false,sms_or_call,(917) 295-2281,http://mahmouds34thavecorner.weebly.com/,http://mahmouds34thavecorner.weebly.com/ | https://www.facebook.com/34halalfood/ | https://www.instagram.com/halal_on_34th/,"32-90 34th Ave Queens, New York 11103",https://www.ftf-foodtruckfinder.com/truck/?name=Mahmoud%27s+Corner+Halal+Food+Cart&id=seed-us-curated-100-mahmoud-s-corner-halal-food-cart-32-90-34th-ave-queens-new-york-11103,menu_photo_only,0,4,,verified_on_current_source,high,(371) 241-9874 | (742) 687-5082 | (757) 639-6887,https://mahmouds34thavecorner.weebly.com/ | https://www.restaurantji.com/ny/queens/mahmouds-corner-halal-food-cart-/ | https://www.restaurantji.com/cache/business_page/ny/queens/mahmouds-corner-halal-food-cart-/business.json,5,0,Stored phone appears on at least one linked current source page.,ready_for_review,
seed-dmv-prod-mango-s-food-truck-pupuseria-hyattsville-maryland,Mango’s food truck pupuseria,false,sms_or_call,(301) 357-2003,,,"3511 Hamilton St Hyattsville, Maryland 20782",https://www.ftf-foodtruckfinder.com/truck/?name=Mango%E2%80%99s+food+truck+pupuseria&id=seed-dmv-prod-mango-s-food-truck-pupuseria-hyattsville-maryland,menu_photo_only,0,1,,verified_on_current_source,high,,https://www.restaurantji.com/md/hyattsville/mango-s-food-truck-pupuseria-/,1,0,Stored phone appears on at least one linked current source page.,ready_for_review,
seed-us-curated-100-marcy-s-tacos-food-truck-7540-leavenworth-rd-kansas-city-kansas-66109,Marcy's Tacos (Food Truck),false,sms_or_call,(913) 202-8180,,https://www.facebook.com/p/Marcys-Tacos-100089812222836/ | https://www.instagram.com/marcys_tacos/,"7540 Leavenworth Rd Kansas City, Kansas 66109",https://www.ftf-foodtruckfinder.com/truck/?name=Marcy%27s+Tacos+%28Food+Truck%29&id=seed-us-curated-100-marcy-s-tacos-food-truck-7540-leavenworth-rd-kansas-city-kansas-66109,menu_photo_only,0,4,,verified_on_current_source,high,,https://www.restaurantji.com/ks/kansas-city/marcys-tacos-food-truck-/ | https://www.restaurantji.com/cache/business_page/ks/kansas-city/marcys-tacos-food-truck-/business.json,6,0,Stored phone appears on at least one linked current source page.,ready_for_review,
seed-us-mariscos-jalisco-boyle-heights-los-angeles-california,Mariscos Jalisco - Boyle Heights,false,sms_or_call,(323) 528-6701,https://www.mariscosjalisco.net/,https://www.mariscosjalisco.net/ | https://www.instagram.com/mariscosjalisco/ | https://www.facebook.com/mariscosjalisco/ | https://x.com/mariscosjalisco,"3040 E Olympic Blvd, Los Angeles, CA 90023",https://www.ftf-foodtruckfinder.com/truck/?name=Mariscos+Jalisco+-+Boyle+Heights&id=seed-us-mariscos-jalisco-boyle-heights-los-angeles-california,no_menu,0,0,,verified_on_current_source,high,,https://www.mariscosjalisco.net/,5,0,Stored phone appears on at least one linked current source page.,ready_for_review,
seed-dmv-prod-mary-s-food-truck-elkridge-maryland,Mary’s Food Truck,false,sms_or_call,(240) 817-4356,,https://www.facebook.com/p/Marys-Food-trock-100083010325481,"7436 Washington Blvd Elkridge, Maryland 21075",https://www.ftf-foodtruckfinder.com/truck/?name=Mary%E2%80%99s+Food+Truck&id=seed-dmv-prod-mary-s-food-truck-elkridge-maryland,itemized_menu,19,2,Pollo con Tajadas; Carne Asada; Mixto,verified_on_current_source,high,,https://www.restaurantji.com/md/elkridge/mary-s-food-truck-/,2,0,Stored phone appears on at least one linked current source page.,ready_for_review,
seed-us-matts-bbq-prost-marketplace-portland-oregon,Matt's BBQ - Prost Marketplace,false,sms_or_call,(503) 504-0870,https://mattsbbqpdx.com/hours-location/,https://mattsbbqpdx.com/ | https://www.facebook.com/mattsbbqpdx/ | https://www.instagram.com/mattsbbqpdx/ | https://x.com/mattsbbqpdx,"4233 N Mississippi Ave, Portland, OR 97217",https://www.ftf-foodtruckfinder.com/truck/?name=Matt%27s+BBQ+-+Prost+Marketplace&id=seed-us-matts-bbq-prost-marketplace-portland-oregon,no_menu,0,0,,verified_on_current_source,high,,https://mattsbbqpdx.com/hours-location/ | https://mattsbbqpdx.com/,2,0,Stored phone appears on at least one linked current source page.,ready_for_review,
q6b3KtA37GUbkj2JaGH5,Meat My BUNS,false,sms_or_call,(240) 472-9929,https://meatmybuns.com/,https://www.instagram.com/meatmybuns_/ | https://www.facebook.com/meatmybunss/ | https://x.com/Meatmybuns_,"15901 Fred Robinson Way, Bowie, MD 20716., bowie, Md 20716",https://www.ftf-foodtruckfinder.com/truck/?name=Meat+My+BUNS&id=q6b3KtA37GUbkj2JaGH5,itemized_menu,38,1,Chicken; Pork; Turkey,verified_on_current_source,high,(301) 262-6200 | (240) 544-5700 | (301) 262-5013,https://meatmybuns.com/,4,1,Stored phone appears on at least one linked current source page.,ready_for_review,
seed-us-curated-100-mi-amor-halal-and-mexican-food-truck-n-11th-st-brooklyn-new-york-11249,Mi Amor Halal & Mexican Food Truck,false,sms_or_call,(347) 213-4416,,,"N 11th St Brooklyn, New York 11249",https://www.ftf-foodtruckfinder.com/truck/?name=Mi+Amor+Halal+%26+Mexican+Food+Truck&id=seed-us-curated-100-mi-amor-halal-and-mexican-food-truck-n-11th-st-brooklyn-new-york-11249,menu_photo_only,0,4,,verified_on_current_source,high,,https://www.restaurantji.com/ny/brooklyn/mi-amor-halal-and-mexican-food-truck-/ | https://www.restaurantji.com/cache/business_page/ny/brooklyn/mi-amor-halal-and-mexican-food-truck-/business.json,4,0,Stored phone appears on at least one linked current source page.,ready_for_review,
seed-dmv-prod-mi-tierra-food-truck-lanexa-virginia,Mi Tierra Food Truck,false,sms_or_call,(804) 517-3219,,https://www.instagram.com/truckmitierrafood/,"15001 Eltham Rd Lanexa, Virginia 23089",https://www.ftf-foodtruckfinder.com/truck/?name=Mi+Tierra+Food+Truck&id=seed-dmv-prod-mi-tierra-food-truck-lanexa-virginia,menu_photo_only,0,1,,verified_on_current_source,high,,https://www.restaurantji.com/va/lanexa/mi-tierra-food-truck-/,2,0,Stored phone appears on at least one linked current source page.,ready_for_review,
seed-dmv-prod-mobile-yumyum-food-truck-and-catering-events-rva-dmv-surrounding-counties-richmond-virginia,"Mobile YumYum Food Truck and Catering Events RVA, DMV, Surrounding Counties",false,sms_or_call,(804) 362-8833,http://www.mobileyumyum1.com/,http://www.mobileyumyum1.com/ | https://www.facebook.com/Mobile-Yum-Yum-Catering-Events-113920469997446/ | https://www.instagram.com/mobileyumyum1/ | https://www.youtube.com/@mobileyumyum2017,"3900 Westerre Pkwy Suite 300 Richmond, Virginia 23233",https://www.ftf-foodtruckfinder.com/truck/?name=Mobile+YumYum+Food+Truck+and+Catering+Events+RVA%2C+DMV%2C+Surrounding+Counties&id=seed-dmv-prod-mobile-yumyum-food-truck-and-catering-events-rva-dmv-surrounding-counties-richmond-virginia,itemized_menu,11,2,Our Famous Yum Yums; One Yum Yum; Two Yum Yums,verified_on_current_source,high,(800) 568-9370,https://www.myycatering.com/ | https://www.restaurantji.com/va/glen-allen/mobile-yumyum-food-truck-and-catering-events-/,3,0,Stored phone appears on at least one linked current source page.,ready_for_review,
seed-us-curated-100-mr-dolar-2-taco-truck-5700-s-shields-blvd-oklahoma-city-oklahoma-73129,Mr Dolar #2 Taco Truck,false,sms_or_call,(405) 549-5497,,https://www.facebook.com/mrdollarokc/,"5700 S Shields Blvd Oklahoma City, Oklahoma 73129",https://www.ftf-foodtruckfinder.com/truck/?name=Mr+Dolar+%232+Taco+Truck&id=seed-us-curated-100-mr-dolar-2-taco-truck-5700-s-shields-blvd-oklahoma-city-oklahoma-73129,menu_photo_only,0,4,,verified_on_current_source,high,,https://www.restaurantji.com/ok/oklahoma-city/mr-dolar-2-taco-truck-/ | https://www.restaurantji.com/cache/business_page/ok/oklahoma-city/mr-dolar-2-taco-truck-/business.json,5,0,Stored phone appears on at least one linked current source page.,ready_for_review,
seed-us-curated-100-mr-kool-ice-cream-truck-and-party-rentals-13-nixon-st-boston-massachusetts-02124,Mr.kool Ice Cream Truck & Party rentals,false,sms_or_call,(857) 247-1480,,https://www.facebook.com/MrKoolIceCreamTruck/ | https://www.instagram.com/mrkoolpartyrental/?hl=en,"13 Nixon St Boston, Massachusetts 02124",https://www.ftf-foodtruckfinder.com/truck/?name=Mr.kool+Ice+Cream+Truck+%26+Party+rentals&id=seed-us-curated-100-mr-kool-ice-cream-truck-and-party-rentals-13-nixon-st-boston-massachusetts-02124,menu_photo_only,0,1,,verified_on_current_source,high,(293) 762-6999 | (652) 863-9999,https://www.restaurantji.com/ma/boston/mr-kool-ice-cream-truck-and-party-rentals-/ | https://www.restaurantji.com/cache/business_page/ma/boston/mr-kool-ice-cream-truck-and-party-rentals-/business.json,5,0,Stored phone appears on at least one linked current source page.,ready_for_review,
FmHCB8Nolnos4W7FGLAH,Namit Filipino Barbecue,false,sms_or_call,(443) 774-8969,https://www.clover.com/online-ordering/namit,https://www.facebook.com/namitFilipinobbq/ | https://www.instagram.com/namitfilipinobbq/,"9200 Old Annapolis Rd, Columbia, MD 21045",https://www.ftf-foodtruckfinder.com/truck/?name=Namit+Filipino+Barbecue&id=FmHCB8Nolnos4W7FGLAH,itemized_menu,33,3,Pork BBQ Platter; Chicken BBQ Platter; Chicken & Pork BBQ Platter,source_phone_mismatch,review,(443) 988-4368 | (443) 843-0043 | (443) 893-5115,,5,0,Linked source pages exposed one or more different phone numbers.,ready_for_review,
VrMl2zeqCxHKQX0zRE70,Navat Food Truck Downtown LA,false,sms_or_call,(323) 244-4141,https://navatfoodtruck.com/locations/,https://www.instagram.com/navatfoodtruck?igsh=NTc4MTIwNjQ2YQ== | https://www.yelp.com/biz/navat-los-angeles-2 | https://www.facebook.com/navatfoodtruck/,"1111 West Olympic Boulevard, Los Angeles, CA, USA",https://www.ftf-foodtruckfinder.com/truck/?name=Navat+Food+Truck+Downtown+LA&id=VrMl2zeqCxHKQX0zRE70,itemized_menu,14,1,Navat Chicken Wrap; Navat Chicken Pita; Mix Wrap,verified_on_current_source,high,(323) 473-9725,https://navatfoodtruck.com/locations/,2,1,Stored phone appears on at least one linked current source page.,ready_for_review,
mbt7V8sd3B3lkVL9BDDC,Navat Food Truck Encino,false,sms_or_call,(747) 265-3211,https://navatfoodtruck.com/locations/,https://www.instagram.com/navatfoodtruck/ | https://www.facebook.com/navatfoodtruck/,"16206 Ventura Blvd, Encino, Los Angeles, CA, USA",https://www.ftf-foodtruckfinder.com/truck/?name=Navat+Food+Truck+Encino&id=mbt7V8sd3B3lkVL9BDDC,itemized_menu,15,1,Navat Chicken Wrap 250g; Navat Chicken Wrap small 150g; Navat Chicken Pita,verified_on_current_source,high,(323) 473-9725,https://navatfoodtruck.com/locations/,3,0,Stored phone appears on at least one linked current source page.,ready_for_review,
z769eLhWCfeBnLHO5zkW,Navat Food Truck Valley Village,false,sms_or_call,(747) 265-3211,https://navatfoodtruck.com/locations/,https://www.yelp.com/biz/navat-valley-village-5 | https://www.instagram.com/navatfoodtruck?igsh=NTc4MTIwNjQ2YQ== | https://www.facebook.com/navatfoodtruck/,"12122 Magnolia Boulevard, Valley Village, CA, USA",https://www.ftf-foodtruckfinder.com/truck/?name=Navat+Food+Truck+Valley+Village&id=z769eLhWCfeBnLHO5zkW,no_menu,0,0,,verified_on_current_source,high,(323) 473-9725,https://navatfoodtruck.com/locations/,2,1,Stored phone appears on at least one linked current source page.,ready_for_review,
seed-us-curated-100-newmex-a-que-food-truck-and-catering-5701-gibson-blvd-se-albuquerque-new-mexico-87108,NewMex-A-Que Food Truck and Catering,false,sms_or_call,(505) 985-8464,https://newmex-a-que.com/,https://newmex-a-que.com/ | https://www.instagram.com/NewMexAQue/ | https://www.youtube.com/@NewMex-A-Que,"5701 Gibson Blvd SE Albuquerque, New Mexico 87108",https://www.ftf-foodtruckfinder.com/truck/?name=NewMex-A-Que+Food+Truck+and+Catering&id=seed-us-curated-100-newmex-a-que-food-truck-and-catering-5701-gibson-blvd-se-albuquerque-new-mexico-87108,menu_photo_only,0,1,,verified_on_current_source,high,,https://www.restaurantji.com/nm/albuquerque/newmex-a-que-/ | https://www.restaurantji.com/cache/business_page/nm/albuquerque/newmex-a-que-/business.json,4,0,Stored phone appears on at least one linked current source page.,ready_for_review,
Bpx2pGfVhdBqmRocoHdX,No Sauce Que,false,sms_or_call,(202) 839-6249,https://www.nosauceque.com/,https://www.instagram.com/nosauceque/ | https://www.facebook.com/NoSauceQue/,"7540 Crain Highway, La Plata, Maryland 20646",https://www.ftf-foodtruckfinder.com/truck/?name=No+Sauce+Que&id=Bpx2pGfVhdBqmRocoHdX,itemized_menu,49,1,Smoked Pulled Pork; Smoked Raspberry Chipotle Sliced Ham; Bone-in Pork Chops (smoked or fried),verified_on_current_source,high,,https://www.nosauceque.com/ | https://www.nosauceque.com/contact-us | https://www.nosauceque.com/find-us,5,0,Stored phone appears on at least one linked current source page.,ready_for_review,
